Campinas;Itatiba;Americana;41;56;Campinas;Neide;Sumare;Not Named;17;18;Seila;Itatiba;Not Named;Campinas
Sumare;Itatiba;66;43;Americana;Maria;Santa Barbara;31;Americana;Maria;Americana;53;Maria;Seila2;Seila2
Not Named;56;68;Campinas;Americana;Campinas;Campinas;Campinas;27;57;Santa Barbara;Campinas;Campinas;35;10
Americana;23;Campinas;44;18;75;Seila2;Sumare;67;Itatiba;Maria;Maria;Jose;Itatiba;Americana
Americana;15;Americana;Americana;Maria;77;Itatiba;57;Americana;Santa Barbara;Seila2;Maria;Santa Barbara;Sumare;25
28;Campinas;61;Americana;Itatiba;Americana;Americana;Campinas;Itatiba;Itatiba;Americana;Americana;Itatiba;Americana;Itatiba
Americana;75;73;Not Named;Jose;Americana;71;Seila;Sumare;Seila;Campinas;Campinas;46;35;Jose
Not Named;40;53;Not Named;Santa Barbara;Sumare;Itatiba;34;Sumare;Campinas;Itatiba;Maria;Maria;Seila;Americana
Seila2;Campinas;Americana;Maria;Itatiba;Jose;19;Campinas;Americana;Campinas;Sumare;76;Americana;Seila2;Americana
Seila2;Maria;Americana;Sumare;Maria;70;Itatiba;Campinas;20;Itatiba;Neide;Neide;Itatiba;Neide;Neide
26;11;Campinas;Campinas;Campinas;Itatiba;67;Santa Barbara;Campinas;Campinas;Sumare;Seila;56;Americana;Sumare
Americana;Campinas;Seila;Jose;57;55;77;Sumare;Americana;Not Named;Jose;Santa Barbara;Itatiba;Americana;Jose
35;Campinas;Seila2;28;Americana;Seila2;Itatiba;Seila;Campinas;Campinas;Maria;Americana;55;Americana;Itatiba
Campinas;Seila;Campinas;Santa Barbara;Campinas;Itatiba;Not Named;Itatiba;Sumare;Not Named;Itatiba;31;Campinas;Campinas;Americana
Neide;Campinas;Sumare;55;Sumare;Sumare;54;30;Campinas;Neide;Campinas;Itatiba;33;Americana;44
Campinas;Sumare;Campinas;39;Americana;Seila2;Campinas;Maria;Maria;Santa Barbara;Itatiba;Campinas;12;Campinas;Itatiba
50;Maria;49;27;Maria;Seila;Campinas;Jose;75;Maria;27;Santa Barbara;Santa Barbara;Maria;17
Neide;28;Santa Barbara;Americana;Itatiba;Campinas;63;Americana;Neide;60;Campinas;Campinas;Santa Barbara;Americana;Itatiba
Not Named;Itatiba;15;68;Neide;Not Named;Americana;Campinas;12;Seila2;50;Campinas;Sumare;Seila;Seila2
Itatiba;Americana;23;Campinas;25;Not Named;15;Americana;Campinas;Sumare;50;Campinas;68;Maria;Seila2
Jose;Jose;Itatiba;74;Neide;30;Americana;12;Not Named;Americana;59;Seila2;57;24;Americana
Sumare;Seila2;43;36;Americana;Seila2;Americana;Jose;78;Itatiba;Americana;Santa Barbara;Americana;Neide;Americana
49;Seila;20;Sumare;Itatiba;Itatiba;Seila2;53;77;Santa Barbara;Santa Barbara;Americana;Americana;Americana;Americana
Americana;Not Named;Campinas;Americana;Seila;Sumare;Itatiba;Campinas;Campinas;Campinas;Maria;14;Campinas;76;Campinas
Campinas;Itatiba;19;Campinas;Seila;Maria;Maria;Sumare;Maria;Americana;Campinas;20;Itatiba;Itatiba;Sumare
Campinas;Campinas;Campinas;Itatiba;Maria;59;Campinas;Itatiba;66;Campinas;Sumare;Americana;Campinas;24;Campinas
Santa Barbara;Seila2;Not Named;48;Americana;Sumare;Campinas;Santa Barbara;Americana;27;Americana;50;Campinas;Americana;Americana
Campinas;Americana;Seila;Maria;Seila;Itatiba;Campinas;Americana;Itatiba;Santa Barbara;Itatiba;Campinas;68;27;Santa Barbara
Americana;68;24;63;Seila2;Seila2;34;Itatiba;53;Maria;Santa Barbara;Americana;Jose;Seila2;Seila
Maria;Seila;Campinas;Neide;Neide;Jose;67;Campinas;Itatiba;Americana;24;Itatiba;Itatiba;Campinas;31
Americana;20;71;Sumare;Americana;Santa Barbara;Seila2;Sumare;Not Named;32;Itatiba;14;Americana;Jose;Not Named
53;Campinas;Americana;Seila2;Itatiba;41;Seila2;Maria;Campinas;Neide;Seila;Americana;Santa Barbara;32;Jose
Campinas;Americana;15;Campinas;39;Maria;Sumare;Campinas;Sumare;Neide;Jose;34;Americana;Itatiba;Maria
42;Maria;Neide;65;Jose;61;Itatiba;Campinas;Campinas;17;Santa Barbara;Maria;Americana;40;Itatiba
Campinas;49;Campinas;Itatiba;Santa Barbara;Sumare;Itatiba;Seila;Sumare;53;65;47;Americana;Seila2;Itatiba
26;Santa Barbara;Campinas;Seila;Campinas;29;Campinas;Americana;Jose;Not Named;Itatiba;Santa Barbara;15;Jose;Campinas
Americana;35;Americana;Campinas;Santa Barbara;62;67;Americana;12;Neide;Americana;74;Maria;Americana;Americana
Santa Barbara;Americana;Campinas;Americana;39;26;71;Santa Barbara;68;21;Neide;Sumare;Campinas;Itatiba;Not Named
Americana;38;Seila2;Itatiba;Itatiba;47;38;Itatiba;Sumare;Campinas;Americana;Americana;48;Neide;Americana
52;56;Campinas;14;Santa Barbara;39;Itatiba;Seila;Not Named;74;61;Campinas;32;Campinas;Neide
Santa Barbara;Itatiba;Americana;Neide;Campinas;Santa Barbara;Sumare;67;Itatiba;Seila2;Itatiba;Seila;Americana;41;Itatiba
Seila;Seila;16;Seila2;51;55;Jose;Itatiba;Itatiba;Maria;Neide;77;60;Sumare;Santa Barbara
23;Neide;Americana;Campinas;Seila;Americana;28;Sumare;Jose;Campinas;49;Seila;Americana;Americana;Neide
49;Americana;Santa Barbara;Campinas;Itatiba;31;Neide;Itatiba;47;Americana;Neide;Jose;Sumare;Santa Barbara;Sumare
16;Santa Barbara;Itatiba;Seila2;Americana;Americana;Campinas;Campinas;Sumare;64;Santa Barbara;Itatiba;Itatiba;Maria;Campinas
Neide;76;Neide;Sumare;Campinas;Jose;Santa Barbara;Americana;Seila2;Sumare;35;Not Named;Jose;Campinas;Neide
Campinas;Seila;18;Itatiba;Campinas;Americana;Not Named;Americana;62;33;Maria;Itatiba;Jose;Americana;51
Itatiba;Neide;Neide;Americana;Neide;Santa Barbara;Jose;40;Maria;Not Named;Campinas;52;Americana;Americana;Itatiba
Sumare;Americana;Seila;Campinas;25;Americana;Campinas;Not Named;Itatiba;65;Campinas;76;21;Sumare;35
Seila2;Seila2;Itatiba;17;Seila;Campinas;Maria;33;Maria;Neide;Campinas;28;70;Campinas;75
Seila2;Campinas;Americana;Sumare;Jose;Americana;Sumare;25;Sumare;Itatiba;Americana;Americana;Neide;Campinas;Americana
Itatiba;44;Campinas;Santa Barbara;Itatiba;Americana;Neide;Itatiba;Campinas;Campinas;40;Santa Barbara;Seila2;Maria;11
Itatiba;Campinas;36;Santa Barbara;Neide;Americana;Sumare;Campinas;36;Americana;Itatiba;Americana;Seila2;69;Itatiba
69;Campinas;Seila;36;Seila2;62;Sumare;Itatiba;47;16;Sumare;Seila;Seila2;Maria;Not Named
Americana;37;55;Itatiba;31;Maria;Seila2;Seila;Not Named;44;22;Santa Barbara;Santa Barbara;Seila;Santa Barbara
64;Santa Barbara;Seila;38;Itatiba;41;50;Seila;44;Campinas;Americana;45;Americana;53;Santa Barbara
40;Sumare;51;Jose;Maria;Americana;Maria;Jose;Campinas;Santa Barbara;Campinas;Maria;Americana;Campinas;14
Santa Barbara;Sumare;Itatiba;Itatiba;Jose;Seila2;Campinas;Seila2;Santa Barbara;Seila;Sumare;Americana;50;48;Itatiba
Jose;54;16;15;34;Seila2;Not Named;Jose;70;Neide;Neide;Americana;Santa Barbara;18;Americana
Seila;Itatiba;Americana;Santa Barbara;Sumare;Americana;Santa Barbara;Campinas;48;Itatiba;Jose;Americana;Itatiba;Americana;24
Sumare;Santa Barbara;Campinas;Seila2;52;Campinas;Sumare;Campinas;53;Santa Barbara;Campinas;Americana;Campinas;19;Americana
Maria;25;Maria;44;51;Itatiba;21;Santa Barbara;Americana;Campinas;Not Named;Itatiba;Santa Barbara;Santa Barbara;Itatiba
Seila2;Americana;Americana;Not Named;67;74;Americana;Neide;Itatiba;Itatiba;58;Seila2;16;Americana;Itatiba
Seila2;Seila2;Americana;Americana;72;Seila2;Americana;46;Campinas;Itatiba;Americana;56;Americana;Itatiba;Campinas
62;Seila2;Seila;Itatiba;Sumare;Neide;Santa Barbara;Maria;Itatiba;67;Itatiba;Seila2;Campinas;54;Seila
Itatiba;12;Maria;74;36;Santa Barbara;Americana;Neide;50;17;18;Itatiba;Americana;53;Americana
Campinas;Neide;Americana;Neide;Campinas;Campinas;46;Americana;Campinas;55;25;13;Americana;Santa Barbara;15
Seila;Campinas;Sumare;Maria;Itatiba;Itatiba;Itatiba;Seila2;75;Americana;Sumare;48;Sumare;Sumare;Neide
Maria;Campinas;42;15;Americana;Santa Barbara;Santa Barbara;Neide;Campinas;Seila;Americana;Campinas;Maria;Campinas;Americana
Neide;13;Itatiba;Sumare;Campinas;Itatiba;76;Itatiba;63;Not Named;77;Campinas;Jose;Seila2;12
Itatiba;Sumare;Americana;Seila2;Maria;45;50;20;Campinas;Santa Barbara;47;Seila;Neide;Campinas;Itatiba
Santa Barbara;42;Maria;Maria;33;Seila;26;63;59;64;Itatiba;17;Seila;Seila2;Neide
Itatiba;Sumare;Americana;Americana;Not Named;Itatiba;Campinas;Americana;63;Neide;Seila;26;Seila2;Neide;24
Sumare;Americana;Seila2;Itatiba;63;Campinas;Not Named;Americana;Itatiba;43;72;Campinas;54;Neide;Seila
Itatiba;Campinas;Seila2;Neide;13;17;Itatiba;15;Americana;40;60;Americana;Seila;Itatiba;Sumare
Seila;Americana;Americana;Neide;Americana;Seila;Campinas;16;Itatiba;Santa Barbara;Santa Barbara;Santa Barbara;17;Not Named;Not Named
Seila2;71;47;11;13;Americana;Sumare;Americana;Santa Barbara;Americana;14;71;35;Maria;Americana
Maria;Itatiba;Itatiba;Santa Barbara;Seila;Maria;61;Seila2;Seila;19;Itatiba;57;Americana;Itatiba;Campinas
Santa Barbara;Itatiba;73;Sumare;Itatiba;Americana;Neide;Santa Barbara;Santa Barbara;Itatiba;Maria;Campinas;Campinas;48;Sumare
Seila2;Jose;Americana;Campinas;Sumare;Americana;Seila2;Campinas;56;Americana;Americana;Neide;Santa Barbara;Seila;Sumare
Americana;Itatiba;Seila;Maria;Campinas;Not Named;Not Named;Campinas;23;Campinas;Maria;Maria;Seila2;Sumare;Itatiba
28;54;38;Itatiba;Santa Barbara;Campinas;Americana;Campinas;34;Not Named;42;Neide;28;29;Americana
Americana;24;Americana;Seila;Santa Barbara;Seila2;Itatiba;Maria;Americana;56;43;43;Seila2;Santa Barbara;Seila2
14;Sumare;Itatiba;Itatiba;Maria;Seila2;70;Americana;Itatiba;Maria;Sumare;Seila;Americana;40;Americana
Sumare;Neide;Americana;Campinas;Americana;17;Itatiba;25;Sumare;Campinas;Sumare;Campinas;Campinas;Seila2;Sumare
Americana;61;Itatiba;13;42;30;Americana;20;Americana;29;Itatiba;61;Itatiba;35;Maria
26;16;Campinas;Americana;Americana;Neide;47;Maria;Campinas;Santa Barbara;Santa Barbara;Maria;Americana;Sumare;Sumare
Neide;Itatiba;51;Sumare;Sumare;Santa Barbara;Itatiba;Maria;46;Seila;Sumare;Americana;Seila2;Americana;Campinas
Itatiba;Neide;Maria;Americana;Seila;Campinas;77;43;57;Americana;66;Itatiba;Americana;74;Seila2
Itatiba;Sumare;Not Named;Seila;Santa Barbara;Seila;Itatiba;43;15;Americana;54;Sumare;Americana;19;Campinas
Santa Barbara;49;11;Maria;Itatiba;Itatiba;Seila;Neide;Itatiba;Campinas;46;Sumare;Americana;Maria;Americana
Jose;54;23;47;Neide;Santa Barbara;Seila;Seila;Americana;46;Campinas;Itatiba;Seila2;Sumare;Maria
Itatiba;Not Named;Itatiba;51;63;28;Jose;Campinas;Sumare;Maria;Americana;Americana;Americana;Itatiba;Campinas
Santa Barbara;Itatiba;Campinas;Sumare;Americana;Americana;Seila2;10;Maria;Americana;Sumare;Americana;37;Maria;Neide
Americana;Campinas;Americana;Campinas;54;Americana;Campinas;Maria;77;Seila2;Seila;59;34;17;Americana
Americana;Seila2;Neide;Itatiba;27;Not Named;Americana;Itatiba;48;Itatiba;39;Maria;55;Itatiba;50
Santa Barbara;Americana;Jose;19;Itatiba;Neide;Maria;Campinas;Itatiba;Americana;Itatiba;Sumare;Seila2;Itatiba;Itatiba
Campinas;21;67;Campinas;Seila;28;Campinas;45;63;Not Named;21;Maria;Seila2;Santa Barbara;Campinas
Itatiba;18;Sumare;Itatiba;Seila2;Seila;Americana;Campinas;Maria;Campinas;35;Not Named;Itatiba;Americana;Maria
Campinas;Campinas;40;49;62;Santa Barbara;Maria;Santa Barbara;60;Santa Barbara;Seila2;Americana;Americana;Itatiba;Neide
Americana;Americana;Sumare;Itatiba;Seila;Seila;Not Named;Seila;Jose;62;Campinas;Campinas;44;64;72
Americana;Sumare;Santa Barbara;Sumare;Americana;33;Seila2;Maria;Maria;Americana;Americana;Seila2;Jose;Campinas;Maria
Sumare;75;Campinas;Itatiba;Campinas;Seila2;69;Itatiba;Jose;Itatiba;24;Itatiba;Campinas;Americana;54
Neide;Americana;Campinas;Maria;Seila;Campinas;Itatiba;Jose;Campinas;Not Named;41;Santa Barbara;Itatiba;Campinas;13
63;Not Named;12;Itatiba;Americana;Campinas;Sumare;Campinas;Americana;Americana;Neide;Sumare;Itatiba;Americana;Santa Barbara
Americana;31;Itatiba;53;66;Americana;Campinas;Santa Barbara;Neide;Itatiba;Santa Barbara;68;53;Seila2;Itatiba
Neide;Americana;Santa Barbara;55;Seila2;Santa Barbara;Neide;Neide;Americana;Campinas;Americana;77;Campinas;Santa Barbara;56
16;Americana;Itatiba;Santa Barbara;44;50;Americana;Americana;Seila;50;18;Seila2;Sumare;12;Campinas
Americana;Itatiba;34;Campinas;Campinas;16;Campinas;Itatiba;Campinas;Campinas;Americana;Itatiba;Maria;Americana;Itatiba
Not Named;67;Maria;Maria;Sumare;Itatiba;Americana;Americana;39;65;26;13;Itatiba;Campinas;Americana
36;Americana;Itatiba;Sumare;Sumare;Not Named;36;Neide;Seila2;50;Itatiba;Not Named;67;Maria;Sumare
Neide;Itatiba;51;Sumare;Neide;19;75;Seila;Americana;Seila2;Santa Barbara;Maria;Santa Barbara;Itatiba;Sumare
Sumare;73;Campinas;75;Itatiba;Maria;Campinas;Americana;Americana;50;47;Campinas;Maria;Itatiba;Santa Barbara
Itatiba;75;Campinas;Santa Barbara;Itatiba;Americana;Seila;Americana;Neide;54;Itatiba;Campinas;Itatiba;Santa Barbara;27
Americana;20;Americana;Sumare;Campinas;11;Maria;61;Maria;30;Americana;Maria;Santa Barbara;Americana;Maria
23;Campinas;Campinas;Sumare;Santa Barbara;Seila;22;Seila;42;Seila;Neide;Itatiba;42;25;Americana
Maria;Santa Barbara;Americana;64;Itatiba;47;34;Santa Barbara;Jose;18;Itatiba;Itatiba;33;64;Campinas
Seila2;70;Sumare;Campinas;Santa Barbara;70;Itatiba;56;Americana;Itatiba;Sumare;Seila2;Campinas;Itatiba;20
Sumare;Sumare;Santa Barbara;Campinas;61;12;Campinas;Maria;Campinas;Seila2;Maria;Santa Barbara;Jose;28;57
Itatiba;Maria;Seila2;42;Seila;Americana;Americana;Santa Barbara;Itatiba;38;63;Seila;Itatiba;Campinas;Neide
58;Campinas;Itatiba;37;Not Named;Seila;Americana;Neide;54;31;Santa Barbara;67;41;Americana;Campinas
Campinas;Itatiba;Campinas;Seila2;Campinas;Sumare;Campinas;77;Sumare;Seila2;Campinas;55;Campinas;Campinas;22
47;17;Itatiba;Itatiba;Americana;Santa Barbara;Sumare;Sumare;Santa Barbara;Seila;Santa Barbara;63;Seila;Neide;Americana
Campinas;Campinas;Maria;30;22;Itatiba;Itatiba;Maria;12;65;Maria;Campinas;Campinas;Neide;Campinas
Campinas;15;Americana;Maria;Maria;Americana;59;20;Maria;Itatiba;Neide;Sumare;Not Named;Campinas;Itatiba
44;Campinas;51;Maria;Campinas;Itatiba;17;Jose;Neide;Americana;Sumare;32;Maria;Americana;Itatiba
Sumare;Santa Barbara;Neide;Santa Barbara;Itatiba;Campinas;72;Itatiba;Itatiba;61;Neide;Americana;Americana;Campinas;Santa Barbara
Neide;48;Campinas;49;Campinas;Americana;Sumare;18;Campinas;15;Americana;Sumare;15;Neide;Itatiba
61;Sumare;37;Seila2;62;35;43;66;Sumare;Campinas;Americana;Santa Barbara;Campinas;Itatiba;Americana
Not Named;Americana;Seila;Campinas;27;Sumare;15;Maria;Itatiba;71;Itatiba;60;Not Named;Maria;Maria
Sumare;Seila;Itatiba;Jose;Santa Barbara;Campinas;68;68;Campinas;63;14;Sumare;Campinas;Americana;Americana
47;Seila2;Americana;Americana;Neide;15;Santa Barbara;Americana;Not Named;Seila;Itatiba;Seila2;Americana;56;58
36;Americana;Jose;14;Neide;Maria;36;20;Campinas;Itatiba;Campinas;31;Santa Barbara;Campinas;Santa Barbara
Itatiba;Seila2;Neide;42;Seila2;Campinas;Campinas;Sumare;40;Santa Barbara;26;Campinas;Americana;Neide;28
Itatiba;77;Americana;Itatiba;74;70;Santa Barbara;Americana;Seila2;Seila2;41;Campinas;Seila2;75;Itatiba
30;Seila2;Maria;Itatiba;Seila2;Itatiba;14;Maria;36;Neide;22;Campinas;Campinas;71;Itatiba
Maria;Maria;Santa Barbara;Not Named;46;Americana;Santa Barbara;Itatiba;45;Neide;46;Itatiba;Jose;Americana;Itatiba
Itatiba;Campinas;Itatiba;Sumare;13;Seila;Sumare;Itatiba;Sumare;Sumare;49;33;Americana;Santa Barbara;Itatiba
Campinas;Not Named;Itatiba;Seila;Maria;Jose;Seila;Sumare;Seila2;Campinas;Campinas;Itatiba;41;Santa Barbara;Americana
57;Americana;Itatiba;Seila;Campinas;Santa Barbara;Americana;Americana;Seila2;63;Itatiba;Itatiba;60;Seila;Santa Barbara
10;Itatiba;71;Campinas;Campinas;15;Campinas;Campinas;35;Itatiba;Itatiba;Itatiba;Seila;Campinas;Campinas
Americana;30;Americana;Not Named;77;71;Seila;Maria;Seila2;Itatiba;Itatiba;30;Americana;Seila2;Campinas
Campinas;Sumare;Campinas;Itatiba;Americana;Maria;Sumare;16;Not Named;Jose;Seila;Americana;Seila2;56;Americana
Itatiba;Itatiba;56;Itatiba;31;Americana;Itatiba;Not Named;Americana;52;Campinas;48;Sumare;Americana;Itatiba
38;Campinas;Campinas;Campinas;Maria;47;20;Campinas;51;Campinas;Santa Barbara;Americana;Americana;Not Named;Sumare
Seila;Seila2;Santa Barbara;Americana;Campinas;50;Itatiba;Santa Barbara;Seila2;Itatiba;Jose;Sumare;Maria;Campinas;Itatiba
26;Campinas;Campinas;54;Americana;23;45;58;Americana;Itatiba;Americana;Seila2;Not Named;17;Americana
Sumare;55;Campinas;Neide;Itatiba;Campinas;14;12;Maria;Itatiba;Jose;Itatiba;Americana;Seila;Itatiba
Itatiba;77;50;Itatiba;Sumare;Neide;17;Campinas;Campinas;Seila2;Americana;Seila2;Jose;61;Americana
Itatiba;21;Maria;Americana;Santa Barbara;Neide;32;Itatiba;Santa Barbara;Itatiba;Jose;60;Itatiba;Seila2;Itatiba
Neide;Jose;Seila2;Santa Barbara;Itatiba;Seila2;Sumare;Itatiba;Americana;Sumare;47;56;11;Neide;Itatiba
14;Itatiba;Americana;Itatiba;Americana;Santa Barbara;Seila2;Campinas;68;Campinas;Americana;Americana;Campinas;Americana;Seila
Maria;Santa Barbara;48;59;Santa Barbara;Itatiba;53;30;Americana;Santa Barbara;Neide;28;Itatiba;47;Itatiba
Seila;Itatiba;Sumare;51;30;49;Santa Barbara;Americana;Neide;Itatiba;Santa Barbara;Seila2;Sumare;Sumare;Americana
Americana;39;34;Maria;Itatiba;Campinas;Seila;56;Itatiba;Santa Barbara;24;Seila2;Itatiba;Americana;Sumare
Maria;Neide;Sumare;Campinas;44;21;58;Itatiba;21;Campinas;Not Named;72;Itatiba;Campinas;Seila
Sumare;11;66;54;58;Campinas;Santa Barbara;Maria;Neide;Americana;Not Named;46;Seila;Sumare;Sumare
Seila;Americana;Neide;Santa Barbara;Campinas;Santa Barbara;Seila;77;Seila2;Santa Barbara;Itatiba;49;67;Itatiba;63
65;Itatiba;Santa Barbara;Campinas;Maria;12;Seila2;Seila;Campinas;Campinas;33;Sumare;66;Sumare;Itatiba
Americana;Americana;Campinas;Maria;Campinas;Itatiba;Americana;Santa Barbara;Itatiba;Jose;Itatiba;Santa Barbara;Campinas;Itatiba;Itatiba
Itatiba;Maria;Campinas;24;Campinas;Campinas;Itatiba;Campinas;Sumare;Neide;67;Not Named;50;65;Itatiba
Sumare;Seila2;Americana;Santa Barbara;38;Campinas;Campinas;Americana;Maria;Sumare;51;Americana;Campinas;14;Seila2
Seila;Americana;Seila;18;48;Santa Barbara;Jose;74;45;Not Named;Americana;46;68;Santa Barbara;Itatiba
Itatiba;Maria;Campinas;Campinas;Campinas;Campinas;Itatiba;Campinas;Neide;Seila;Campinas;Not Named;Itatiba;Americana;Sumare
35;Seila2;Seila;Itatiba;23;44;61;40;78;41;Seila2;Campinas;Sumare;23;Sumare
Neide;Americana;Americana;Itatiba;Seila2;Itatiba;50;58;Itatiba;Itatiba;30;Campinas;Santa Barbara;Americana;Campinas
14;Itatiba;Campinas;Campinas;58;Americana;Neide;77;Itatiba;Itatiba;Campinas;Americana;Seila;Americana;Itatiba
Seila2;42;46;39;Santa Barbara;36;Itatiba;Maria;Santa Barbara;Seila;Itatiba;Itatiba;Campinas;78;Seila
62;Campinas;Americana;Campinas;13;Santa Barbara;Not Named;Itatiba;Seila;Neide;Maria;29;Campinas;34;Americana
Campinas;Sumare;Americana;Itatiba;72;Americana;Seila;Campinas;Campinas;Neide;Campinas;Sumare;Campinas;16;Maria
Sumare;16;Americana;Santa Barbara;Sumare;Campinas;60;20;Americana;Campinas;Jose;Santa Barbara;Itatiba;Seila;Americana
Maria;Maria;Americana;25;Sumare;Itatiba;Not Named;Itatiba;Itatiba;37;Sumare;Americana;Santa Barbara;Campinas;Itatiba
Neide;Campinas;Seila2;Maria;Jose;Seila;Campinas;Santa Barbara;70;Americana;Campinas;Americana;68;56;Campinas
Campinas;72;Itatiba;Campinas;Not Named;Santa Barbara;63;31;Jose;Campinas;Neide;Itatiba;50;Seila2;Americana
Itatiba;Americana;Itatiba;Campinas;Seila;15;Campinas;Campinas;19;Neide;Campinas;Itatiba;10;Americana;Sumare
Neide;Itatiba;Sumare;Not Named;Americana;57;Americana;31;Sumare;Americana;Jose;Sumare;Santa Barbara;Itatiba;Itatiba
Itatiba;52;Campinas;Campinas;Itatiba;Santa Barbara;30;25;Maria;Itatiba;Americana;14;Santa Barbara;Itatiba;71
Sumare;Seila2;77;17;Itatiba;Itatiba;Americana;Sumare;13;24;Itatiba;Itatiba;59;Not Named;Campinas
Campinas;Sumare;Santa Barbara;Americana;Not Named;Itatiba;Americana;42;Santa Barbara;Maria;Americana;21;Not Named;46;70
Seila;Campinas;Maria;Americana;Itatiba;Campinas;Itatiba;Jose;Not Named;Santa Barbara;Itatiba;76;Itatiba;23;Itatiba
Maria;Seila;Americana;71;Itatiba;Sumare;Not Named;27;Maria;Santa Barbara;Americana;45;Neide;40;Campinas
Campinas;Seila2;Seila2;Santa Barbara;Itatiba;Americana;Itatiba;70;44;27;Campinas;Campinas;Itatiba;Campinas;Jose
Maria;Campinas;Seila;58;Americana;Americana;Americana;52;22;20;Americana;Campinas;Sumare;Itatiba;24
Americana;Campinas;44;Seila2;68;Seila;Americana;Itatiba;Americana;Maria;34;Sumare;Campinas;Sumare;Itatiba
Sumare;Seila;41;Americana;Sumare;Itatiba;28;Itatiba;Itatiba;31;68;Itatiba;Itatiba;Campinas;Sumare
Neide;Neide;62;Seila2;Santa Barbara;Sumare;Santa Barbara;Maria;Maria;Campinas;Campinas;Not Named;Not Named;76;71
Americana;Itatiba;Seila;Campinas;45;Seila;Maria;Neide;Campinas;Maria;Seila2;Sumare;Campinas;53;Maria
Americana;Maria;Americana;34;Itatiba;Campinas;49;Seila2;Itatiba;Seila2;23;Seila2;Itatiba;Americana;Santa Barbara
Santa Barbara;Santa Barbara;Neide;Seila2;Campinas;42;21;Sumare;Seila;67;58;Sumare;Itatiba;Neide;Americana
Americana;Seila;Neide;Seila;41;Seila;Seila;74;34;Americana;77;Americana;72;Neide;Santa Barbara
Sumare;65;Itatiba;Americana;Neide;Americana;Seila;Campinas;Santa Barbara;Itatiba;Jose;76;Not Named;Seila;Sumare
Santa Barbara;Americana;Not Named;Campinas;70;Seila2;Not Named;Campinas;Itatiba;Not Named;Campinas;20;22;65;Itatiba
Campinas;Americana;Santa Barbara;Neide;Campinas;Santa Barbara;Seila;32;Campinas;Campinas;Maria;Americana;Campinas;Seila2;Neide
Americana;Americana;Americana;33;Jose;Sumare;Itatiba;30;Itatiba;Campinas;Not Named;Seila;38;Campinas;Itatiba
30;Campinas;Neide;Neide;Sumare;Americana;Santa Barbara;Itatiba;28;Campinas;Itatiba;Itatiba;Seila2;Neide;64
Americana;Seila2;Seila;Seila;Americana;Seila;Not Named;Sumare;Itatiba;32;53;30;Sumare;Sumare;Itatiba
Americana;Jose;Itatiba;Maria;Santa Barbara;Campinas;Santa Barbara;Itatiba;Americana;Itatiba;Santa Barbara;Sumare;Sumare;Campinas;Itatiba
71;Seila;Maria;Itatiba;Campinas;Campinas;17;Americana;Campinas;Itatiba;Not Named;23;Campinas;Americana;Seila
Santa Barbara;Neide;55;76;Sumare;29;23;Maria;Maria;51;Itatiba;Maria;Seila2;Campinas;Santa Barbara
Itatiba;Itatiba;Itatiba;Americana;Americana;Itatiba;Santa Barbara;Sumare;Americana;Not Named;Santa Barbara;Sumare;Americana;Americana;13
52;66;Campinas;Itatiba;16;Americana;66;Seila2;Seila;Sumare;77;52;Americana;69;Seila2
Americana;Maria;Americana;Itatiba;17;Itatiba;Santa Barbara;Sumare;18;Maria;66;Campinas;Seila;Campinas;19
58;Santa Barbara;Itatiba;Americana;Jose;Americana;41;Seila;Seila2;Neide;Neide;Seila2;Seila;37;Itatiba
